State,City,Type_of_facilities,Address
ALABAMA,ANDALUSIA,TOURIST HOMES,Mrs. Ed. Andrews - 69 N. Cotton St.
ALABAMA,BIRMINGHAM,HOTELS,Dunbar Hotel - 316 N. 17th St.
ALABAMA,BIRMINGHAM,HOTELS,Fraternal Hotel - 1619 N. 4th St.
ALABAMA,BIRMINGHAM,HOTELS,Palm Leaf Hotel - 318 N. 18th St.
ALABAMA,BIRMINGHAM,HOTELS,Rush Hotel - 316 N. 18th St.
ALABAMA,BIRMINGHAM,HOTELS,New Home - 1718 1/2 - 4th Ave.
ALABAMA,DECATUR,TOURIST HOMES,Mrs. F. Hayes - 207 W. Church St. 
ALABAMA,GADSDEN,HOTELS,Smith Hotel - 902 Garden Ave.
ALABAMA,GADSDEN,TOURIST HOMES,Mrs. S. Neal - 1317 4th Aev.
ALABAMA,GADSDEN,TOURIST HOMES,Mrs. A. Sheperd - 1324 4th Ave.
ALABAMA,GADSDEN,TOURIST HOMES,Mrs. J. Simons - 233 N. 6th St.
ALABAMA,GENEVA,TOURIST HOMES,Joe Dondal
ALABAMA,GENEVA,TOURIST HOMES,Susie M. Sharp
ALABAMA,MOBILE,TOURIST HOMES,Mrs. E. Reed - 950 Lyons St.
ALABAMA,MOBILE,TOURIST HOMES,Mrs. E. Jordan - 256 N. Dearborn
ALABAMA,MOBILE,TOURIST HOMES,Mrs. G.B. Sylvester - 355 Cuba St.
ALABAMA,MOBILE,TOURIST HOMES,Mrs. F. Wildins 254 N. Dearborn St.
ALABAMA,MOBILE,TOURIST HOMES,BEAUTY PARLORS
ALABAMA,MOBILE,TOURIST HOMES,Ritz - 607 Congress St.
ALABAMA,MONTGOMERY,RESTAURANTS,Bonnie's - 390 W. Jeff Davis Ave.
ALABAMA,MONTGOMERY,TAVERNS,Douglas - 121 Monroe St.
ALABAMA,SHEFFIELD,HOTELS,McClain Hotel - 19th St.
ALABAMA,SHEFFIELD,TOURIST HOMES,Mrs. I. Hawkins - S. Atlantic Ave.
ALABAMA,TROY,TOURIST HOMES,Mrs. S.A. Benton -
ALABAMA,TROY,TOURIST HOMES,113 E. FairView St.
ALABAMA,TUSCALOOSO,TOURIST HOMES,Mrs. G.W. Baugh - 2526 12th St.
ALABAMA,TUSCALOOSO,TOURIST HOMES,Mrs. M.A. Barnes - 419 30th Ave.
ALABAMA,TUSCALOOSO,TOURIST HOMES,Mrs. G.W. Clopton - 1516 25th Ave.
ALABAMA,TUSCALOOSO,TOURIST HOMES,Mrs. G. Robinson - 11th St.
ARIZONA,NOGALES,RESTAURANTS,Bells Cafe - 325 Morley Ave.
ARIZONA,PHOENIX,HOTELS,Raymond - 607 E. Jefferson St.
ARIZONA,PHOENIX,HOTELS,St. Louis - 535 E. Jefferson St.
ARIZONA,PHOENIX,HOTELS,Rice's - 535 E. Jefferson
ARIZONA,PHOENIX,HOTELS,Gardners - 1229 E. Washington St.
ARIZONA,PHOENIX,TOURIST HOMES,Gardner's - 1229 E. Wash. St.
ARIZONA,PHOENIX,GARAGES,Tourist - 122 - S. First St.
ARIZONA,PHOENIX,RESTAURANTS,J. Mayse - 1314E. Jefferson St.
ARIZONA,PHOENIX,RESTAURANTS,Alhambia - 246 E. Wash. St.
ARIZONA,PHOENIX,RESTAURANTS,Tapps - 39 So. 2nd St.
ARIZONA,PHOENIX,SERVICE STATIONS,Shell - 1030 E. Washington St.
ARIZONA,PHOENIX,SERVICE STATIONS,Stewarts - 11th St. & Wash.
ARIZONA,PHOENIX,BEAUTY PARLORS,Copelands - 1316 E. Jefferson St.
ARIZONA,PHOENIX,BARBER SHOPS,Hagler's - 106 So. 2nd St.
ARIZONA,PHOENIX,NIGHT CLUBS,Elks - 7th Ave. & Tonto
ARIZONA,TUCSON,TOURIST HOMES,Mrs. G.W. Obie - 738 No. 10th Ave.
ARIZONA,TUCSON,TOURIST HOMES,Criterian Rooms - 138 W. Ocha St.
ARIZONA,TUCSON,RESTAURANT,Rainbow Grill - 91 W. Jackson
ARKANSAS,ARKADELPHIA,HOTELS,Hill Hotel - 16 Pine St.
ARKANSAS,ARKADELPHIA,HOTELS,Trigg's - Caddo St.
ARKANSAS,ARKADELPHIA,TOURIST HOMES,Mrs. B. Dedman - W. Caddo St.
ARKANSAS,ARKADELPHIA,TOURIST HOMES,Mrs. L. Cooper - W. Pine St.
ARKANSAS,ARKADELPHIA,TOURIST HOMES,P. Anderson - W. Caddo St.
ARKANSAS,ARKADELPHIA,RESTAURANTS,Richie Square Deal - Caddo St.
ARKANSAS,ARKADELPHIA,RESTAURANTS,Hill's - River St.
ARKANSAS,ARKADELPHIA,BARBER SHOPS,Scott's - 6th & Clay St.
ARKANSAS,ARKADELPHIA,BARBER SHOPS,Richie's Upright - 16th St.
ARKANSAS,BRINKLEY,TOURIST HOMES,Davis - 709 S. Main St.
ARKANSAS,EL DORADO,HOTELS,Brewster - E. & B. Sts.
ARKANSAS,EL DORADO,HOTELS,Greens - 303 Hill St.
ARKANSAS,EL DORADO,TOURIST HOMES,C. W. Moore - 5th & Lincoln Ave.
ARKANSAS,EL DORADO,TOURIST HOMES,Dr. Dunning - 7th & Columbia Ave.
ARKANSAS,EL DORADO,RESTAURANTS,Deluxe - 212 St.
ARKANSAS,EL DORADO,BARBER SHOPS,Leaders - 301 1/2 Hill St.
ARKANSAS,EL DORADO,GARAGES,Williams - 1305 E. 1st St.
ARKANSAS,FAYETTEVILLE,HOTELS,Mebbs - 9 N. Willow St.
ARKANSAS,FAYETTEVILLE,TOURIST HOMES,Mrs. S. Manuel - 313 Olive St.
ARKANSAS,FAYETTEVILLE,TOURIST HOMES,Mrs. N. Smith - 259 E. Center St.
ARKANSAS,FORT SMITH,HOTELS,The Stratford - 1208 - 9th St.
ARKANSAS,FORT SMITH,HOTELS,Ullery Inn - 719 N. 9th St.
ARKANSAS,FORT SMITH,TOURIST HOMES,E. O. Trent - 1301 N. 9th St.
ARKANSAS,HOT SPRINGS,HOTELS,Crittenden - 314 Cottage St.
ARKANSAS,HOT SPRINGS,HOTELS,The Reed House - 115 Cottage St.
ARKANSAS,HOT SPRINGS,HOTELS,Woodman - 511 Malvern
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Barabin Villa - 717 Pleasant St.
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Mrs. J. W. Rife - 347 1/2 Malvern Ave.
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Mrs. N. Fletcher - 416 Pleasant St.
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Mrs. H. Greyer - 234 Garden St.
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Mrs. C. C. Wison - 232 Garden St.
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Mrs. H. Stilson - 735 Pleasant St.
ARKANSAS,HOT SPRINGS,TOURIST HOMES,Mrs. E. E. Lawson - 706 Pleasant St.
ARKANSAS,HOT SPRINGS,SANITARIUMS,Psychean Baths - 415 1/2 Malvern
ARKANSAS,LITTLE ROCK,RESTAURANTS,"LAFAYETTE LUNCHEONETTE, 904 STATE STREET"
ARKANSAS,N. LITTLE ROCK,RESTAURANTS,De Luxe Cafe - 203 E. Wash. Ave.
ARKANSAS,PINE BLUFF,HOTELS,P. K. - 3rd & Alabama Sts
ARKANSAS,PINE BLUFF,HOTELS,Marietta - 3rd & Louisiana Sts.
ARKANSAS,PINE BLUFF,HOTELS,Smith's - East Third St.
ARKANSAS,PINE BLUFF,TOURIST HOMES,Mrs. M. J. Hollis - 1108 W. 2nd Ave.
ARKANSAS,PINE BLUFF,TOURIST HOMES,Mrs. K. L. Bell - 1111 W. 2nd Ave.
ARKANSAS,RUSSELLVILLE,TOURIST HOMES,Mrs. M. Jackson - Herman St.
ARKANSAS,RUSSELLVILLE,TOURIST HOMES,Mrs. E. Latimore - 318 S. Houston Ave.
ARKANSAS,TEXARKANA,HOTELS,Brown's - 312 W. Elm St.
ARKANSAS,TEXARKANA,TOURIST HOMES,G. C. Mackey - 102 E. 9th St.
ARKANSAS,TEXARKANA,RESTAURANTS,Grants Cafe - 830 Laurel St.
ARKANSAS,TEXARKANA,SERVICE STATIONS,Smith & Rand - 723 W. 7th St.
ARKANSAS,TEXARKANA,BEAUTY PARLORS,W. B. Parlou - 1020 Laurel St.
ARKANSAS,TEXARKANA,BARBER SHOPS,G. Powell - 106 E. 9th St.
CALIFORNIA,BERKLEY,TAVERNS,Schaeffer's Cafe - 2940 Sacramento St.
CALIFORNIA,BERKLEY,BEAUTY PARLORS,Little Gem - 1511 Russell St.
CALIFORNIA,BERKLEY,BARBER SHOPS,Success - 2946 Sacramento St.
CALIFORNIA,EL CENTRO,HOTELS,The Roland - 201 E. Main St.
CALIFORNIA,EL CENTRO,TOURIST HOMES,Mrs. L. Augustus - 420 Commercial Ave.
CALIFORNIA,EL CENTRO,RESTAURANT,Pearl McKinney Lunch [[-]] 301 Main St.
CALIFORNIA,FRESNO,TRAILER PARKS & CAMPS,"Barnes Drive In - 1412 ""F"" St."
CALIFORNIA,LOS ANGELES,HOTELS,DUNBAR - 4225 S. Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Allen - 1123 Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Clark - 1818 - 24 S. Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Elite - 1217 Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Sojourner's - 1119 E. Adams Blvd.
CALIFORNIA,LOS ANGELES,HOTELS,Sheridan - 1824 Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Regal - 815 E. 6th St.
CALIFORNIA,LOS ANGELES,HOTELS,Arcade - 542 Ceres Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Olympic - 843 S. Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Kentucky - 1123 Central Ave.
CALIFORNIA,LOS ANGELES,HOTELS,Lincoln Hotel - 549 Ceres Ave.
CALIFORNIA,LOS ANGELES,TOURIST HOMES,Mrs. B. Hoffman - 760 W. 17th St.
CALIFORNIA,LOS ANGELES,TOURIST HOMES,Mrs. W. D. Grealoiu - 1311 W. 35 Place
CALIFORNIA,LOS ANGELES,RESTAURANTS,Southern - S. Normandie Ave.
CALIFORNIA,LOS ANGELES,SERVICE STATIONS,The Relay - 2732 S. Central Ave.
CALIFORNIA,LOS ANGELES,SERVICE STATIONS,Lewis & Hayes - 3426 S. Central Ave.
CALIFORNIA,LOS ANGELES,TAVERNS,Marble Inn - 1820 Imperial Highway
CALIFORNIA,LOS ANGELES,BEAUTY PARLORS,Mrs. A.B. Dunbar - 906 E. 54th St.
CALIFORNIA,LOS ANGELES,BEAUTY PARLORS,Bee's - 1476 E. 110th St.
CALIFORNIA,LOS ANGELES,BEAUTY PARLORS,Creole - 2221 Central Ave.
CALIFORNIA,LOS ANGELES,LIQUOR STORES,House of Morgan - 2729 S. Central
CALIFORNIA,LOS ANGELES,GARAGES,Bufford's - 5901 Aldine St.
CALIFORNIA,LOS ANGELES,TAVERNS,Overland Café - 1719 - 7th St.
CALIFORNIA,LOS ANGELES,TAVERNS,Rhythm Buffet - 1704 - 7th St.
CALIFORNIA,LOS ANGELES,BEAUTY PARLORS,Personality - 3613 San Dablo Ave.
CALIFORNIA,PASADENA,TAVERNS,Kentucky - 1067 N. Fair Oaks
CALIFORNIA,PASADENA,SERVICE STATIONS,Penn's Super - 1285 Lincoln Ave.
CALIFORNIA,PASADENA,SERVICE STATIONS,Stacys - 920 N. Fair Oaks Ave.
CALIFORNIA,SAN BERNARDINO,TOURIST HOMES,Mrs. A. Phillips - 964 6th St.
CALIFORNIA,SAN BERNARDINO,TOURIST HOMES,S.M. Carlton - 939 W. 6th St.
CALIFORNIA,SAN DIEGO,HOTELS,Douglass - 206 Market St.
CALIFORNIA,SAN DIEGO,HOTELS,Simmons - 542 Sixth Ave.
CALIFORNIA,SAN DIEGO,HOTELS,Y.W.C.A. - 2905 Clay St.
CALIFORNIA,SAN DIEGO,TOURIST HOMES,Mrs. E. Wallace - 537 13th St.
CALIFORNIA,SAN DIEGO,RESTAURANT,Johnson's - 18 N. 30th St.
CALIFORNIA,SAN FRANCISCO,TOURIST HOMES,Mrs. F. Johnson - 1788 Sutter St.
CALIFORNIA,SAN FRANCISCO,TOURIST HOMES,Helens Guest House - 1951 Sutter
CALIFORNIA,SAN FRANCISCO,TOURIST HOMES,Mrs. R. Hulsey - 2946 Pine St.
CALIFORNIA,SAN FRANCISCO,TAVERNS,Jacks' - 1931 Sutter St.
CALIFORNIA,SAN FRANCISCO,BEAUTY PARLORS,Adrian - 1930 Sutter St.
CALIFORNIA,SAN FRANCISCO,BEAUTY PARLORS,Arineica's - 1928 Fillmore St.
CALIFORNIA,SAN FRANCISCO,BEAUTY PARLORS,Fredonia's - 1953 Sutter St.
CALIFORNIA,SAN FRANCISCO,DRUG STORES,Riggans' - 2600 Sutter St.
CALIFORNIA,SAN FRANCISCO,NIGHT CLUBS,Town Club - 1963 Sutter St.
CALIFORNIA,SANTA MONICA,TAVERNS,La Nobita - 1897 Belmount Place
CALIFORNIA,TULARE,TOURIST HOMES,"South K. St. - 330 So. ""K"" St."
CALIFORNIA,TULARE,TAVERNS,"Kings - 322 South ""K"" St."
CALIFORNIA,VICTORVILLE,TOURIST HOMES,Murray's Dude Ranch
COLORADO,COLORADO SPRINGS,TOURIST HOMES,Mrs. G. Roberts - 418 E. Cucharras St.
COLORADO,DENVER,HOTELS,Arapahoe - 2247 Arapahoe St.
COLORADO,DENVER,HOTELS,Herndon - 2716 Welton St.
COLORADO,DENVER,HOTELS,Rossonian - 2650 Welton St.
COLORADO,DENVER,HOTELS,The Ritz - 2721 Welton St.
COLORADO,DENVER,TOURIST HOMES,Mrs. M. Stell - 2850 Marion St.
COLORADO,DENVER,TOURIST HOMES,Mrs. J. McClure - 2849 Lafayette St.
COLORADO,DENVER,TOURIST HOMES,Mrs. W. Graham - 2544 Emerson St.
COLORADO,DENVER,TOURIST HOMES,Mrs. R. B. Anderson - 2421 Ogden St.
COLORADO,DENVER,TOURIST HOMES,Mrs. A. L. Fisher - 2356 Humboldt St.
COLORADO,DENVER,RESTAURANT,St. Louis - 2856 Welton St.
COLORADO,DENVER,RESTAURANT,TAVERNS
COLORADO,DENVER,RESTAURANT,Andersons - 715 E. 26th Ave.
COLORADO,DENVER,SERVICE STATIONS,Auto Service - 817 E. 26 Ave.
COLORADO,DENVER,TAXICABS,Ritz Cab Co. - 2721 Welton St.
COLORADO,GREELEY,TOURIST HOMES,Mrs. E. Alexander - 106 E. 12th St.
COLORADO,GREELEY,TOURIST HOMES,Rev. W. H. Mance - 104 E. 12th St.
COLORADO,LA JUNTA,TOURIST HOMES,Mrs. R. Mitchell - 322 W. 1st St.
COLORADO,LA JUNTA,TOURIST HOMES,Mrs. M. Moore - 301 Lewis Ave.
COLORADO,LA JUNTA,TOURIST HOMES,Mrs. H. Tittsworth - 325 Maple Ave.
COLORADO,PUEBLO,HOTELS,Perry - 231 S. Victoria St.
COLORADO,PUEBLO,HOTELS,Protho House - 188 Central Main St.
COLORADO,PUEBLO,TOURIST HOMES,Mrs. T. Protho - 918 E. Evans Ave.
COLORADO,PUEBLO,TOURIST HOMES,C. Forehand - 1003 Spruce St.
COLORADO,PUEBLO,TOURIST HOMES,The Roneoak - 121 E. Northern Ave.
COLORADO,TRINIDAD,TOURIST HOMES,Mrs. C. Brooks - 114 W. 3rd St.
CONNECTICUT,BRIDGEPORT,HOTELS,Y.W.C.A. - 56 Beach St.
CONNECTICUT,BRIDGEPORT,TOURIST HOMES,Mrs. M. Barrett - 83 Summer St.
CONNECTICUT,BRIDGEPORT,TOURIST HOMES,Mrs. E. Lawrence - 68 Fulton St.
CONNECTICUT,HARTFORD,HOTELS,Log Cabin Cottage - 2016 Main St.
CONNECTICUT,HARTFORD,HOTELS,Parrish Rooming House - 26 Walnut St.
CONNECTICUT,HARTFORD,TOURIST HOMES,Mrs. Johnson - 2016 Main St.
CONNECTICUT,HARTFORD,TOURIST HOMES,Mme. S. A. Reed - 12 Canton St.
CONNECTICUT,HARTFORD,BARBER SHOPS,Parlor - 1978 Main St.
CONNECTICUT,HARTFORD,BEAUTY SHOPS,Quality - 1762 Main St.
CONNECTICUT,HARTFORD,TAVERNS,Turf Club - 1702 Main St.
CONNECTICUT,NEW HAVEN,HOTELS,Hotel Portsmouth - 91 Webster St.
CONNECTICUT,NEW HAVEN,HOTELS,Phyllis Wheatley Home - 108 Canal St.
CONNECTICUT,NEW HAVEN,TOURIST HOMES,Dr. M. F. Allen - 65 Dixwell Ave.
CONNECTICUT,NEW HAVEN,TOURIST HOMES,Mrs. S. Robinson - 54 Dixwell Ave.
CONNECTICUT,NEW HAVEN,TOURIST HOMES,Mrs. C. Raine - 68 Dixwell Ave.
CONNECTICUT,NEW HAVEN,RESTAURANT,Mrs. Griggs - 146 Dixwell Ave.
CONNECTICUT,NEW HAVEN,BEAUTY PARLORS,Mme Ruby - 175 Goffe St.
CONNECTICUT,NEW HAVEN,BEAUTY PARLORS,Harris - 138 Goffe St.
CONNECTICUT,NEW HAVEN,BEAUTY PARLORS,SCHOOL OF BEAUTY CULTURE
CONNECTICUT,NEW HAVEN,BEAUTY PARLORS,Modern - 170 Goffe St.
CONNECTICUT,NEW LONDON,TOURIST HOMES,Home of the Bachelor - 20 Brewer St.
CONNECTICUT,NEW LONDON,TOURIST HOMES,Hempstead Cottage - 73 Hempstead St.
CONNECTICUT,NEW LONDON,TOURIST HOMES,Mrs. E. Whittle - 785 Bank St.
CONNECTICUT,SHARON VALLEY,TOURIST HOMES,Tall Pines - Phone 186
CONNECTICUT,STAMFORD,HOTELS,Gladstone - Gay St.
CONNECTICUT,STAMFORD,TOURIST HOMES,Robert Graham - 37 Hanrahan Ave.
CONNECTICUT,STAMFORD,NIGHT CLUBS,Sizone - 136 W. Main St.
CONNECTICUT,WATERBURY,HOTELS,Jones - 64 Bishop St.
CONNECTICUT,WATERBURY,TOURIST HOMES,Mrs. A. Dunham - 208 Bridge St.
CONNECTICUT,WATERBURY,TOURIST HOMES,Mrs. B. Smith - 56 Pearl St.
CONNECTICUT,WATERBURY,TOURIST HOMES,Community House - 34 Hopkins St.
CONNECTICUT,WEST HAVEN,TAVERNS,Hoot Owl - 374 Beach St.
DELAWARE,DOVER,HOTELS,Cannon's Hotel - Kirkwood St.
DELAWARE,DOVER,HOTELS,Cannon's - Division St.
DELAWARE,DOVER,HOTELS,Caleb Brown - Lincoln St.
DELAWARE,DOVER,HOTELS,Dean's - Forrest St.
DELAWARE,DOVER,HOTELS,Moseley's - Division St.
DELAWARE,DOVER,HOTELS,Weston's....Division St.
DELAWARE,WILMINGTON,HOTELS,Y.M.C.A. - 10th Ave. & Walnut St.
DELAWARE,WILMINGTON,HOTELS,Y.W.C.A. - 10th Ave. & Walnut St.
DELAWARE,WILMINGTON,TOURIST HOMES,Mrs. E. W. America -
DELAWARE,WILMINGTON,TOURIST HOMES,1106 Tatnall St.
DELAWARE,WILMINGTON,TOURIST HOMES,Mrs. G. Cooper - 110 W. 12th St.
DELAWARE,WILMINGTON,TOURIST HOMES,Mrs. E. Till - 1008 French St.
DELAWARE,WILMINGTON,TOURIST HOMES,Mrs. M. Wilson - 1317 Tatnall St.
DELAWARE,WILMINGTON,BARBER SHOPS,Burton's - 8th & Walnut St.
DELAWARE,WILMINGTON,NIGHT CLUBS,The Spot - 703 French St.
DISTRICT OF COLUMBIA,WASHINGTON,HOTELS,HOTEL CLORE
DISTRICT OF COLUMBIA,WASHINGTON,TOURIST HOMES,"Mrs. L. Fowler - 1449 ""Q"" St. N.W."
DISTRICT OF COLUMBIA,WASHINGTON,TAVERNS,Holleywood - 1940 - 9th St. N.W.
DISTRICT OF COLUMBIA,WASHINGTON,TAVERNS,Liberty - 910 5th St. N. W.
DISTRICT OF COLUMBIA,WASHINGTON,TAVERNS,Harrison's Cafe -
DISTRICT OF COLUMBIA,WASHINGTON,TAVERNS,455 Florida Ave. N. W.
DISTRICT OF COLUMBIA,WASHINGTON,TAVERNS,Service Grill - 12th & V Sts. N. W.
DISTRICT OF COLUMBIA,WASHINGTON,RESTAURANTS,Key's - 7th & 'T' St. N. W.
DISTRICT OF COLUMBIA,WASHINGTON,BEAUTY PARLORS,Apex - 1417 'U' St. N. W.
DISTRICT OF COLUMBIA,WASHINGTON,BEAUTY PARLORS,"Royal Place - 1629 ""U"" St. N. W."
DISTRICT OF COLUMBIA,WASHINGTON,BEAUTY PARLORS,"The Royal - 1800 ""T"" St. N. W."
DISTRICT OF COLUMBIA,WASHINGTON,GARAGES,University - Rear 1019 Columbia
DISTRICT OF COLUMBIA,WASHINGTON,SERVICE STATIONS,"Brown's - Georgia Ave. & ""V"" St."
DISTRICT OF COLUMBIA,WASHINGTON,SERVICE STATIONS,B. Barker - Florida Ave. & 8th St.
DISTRICT OF COLUMBIA,WASHINGTON,TAXICABS,Dixie Cab Co. - 653 N St. N. W.
DISTRICT OF COLUMBIA,WASHINGTON,NIGHT CLUBS,"Caverns - 11th & ""U"" Sts. N. W."
DISTRICT OF COLUMBIA,WASHINGTON,NIGHT CLUBS,"Republic Gardens - 1355 ""U"" St."
FLORIDA,DAYTONA BEACH,TOURIST HOMES,Colored Tourist Rms. - 522 S.
FLORIDA,DELRAY BEACH,TAVERNS,Manfield - N. W. 1st St.
FLORIDA,JACKSONVILLE,HOTELS,Blue Chip Hotel - 514 Broad St.
FLORIDA,JACKSONVILLE,HOTELS,Richmond Hotel - 422 Broad St.
FLORIDA,JACKSONVILLE,HOTELS,Charlie Edd - 6351/2 W. Ashley St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,Alpine Cottage - 714 W. Ashley St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,E. H. Flipper - 739 W. Church St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,Mrs. A. Holmes - 232 W. State St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,B. Robinson - 128 Orange St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,G. L. Martin - 702 W. Beaver St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,Mrs. Jefferson - 1834 Moncrief St.
FLORIDA,JACKSONVILLE,TOURIST HOMES,C. H. Simmons 434 W. Ashley St.
FLORIDA,LAKE CITY,TOURIST HOMES,B. J. Jones - 720 E. Leon St.
FLORIDA,LAKE CITY,TOURIST HOMES,L. M. Spears - 426 E. Washington St.
FLORIDA,LAKELAND,TOURIST HOMES,Mrs. A. Davis - 518 W. 1st St.
FLORIDA,LAKELAND,TOURIST HOMES,Mrs. J. Davis - 8421/2 N. Florida A.
FLORIDA,LAKELAND,TOURIST HOMES,Mrs. J. Boyd - Missouri Ave.
FLORIDA,MIAMI,HOTELS,Caldwell - 
FLORIDA,MIAMI,HOTELS,Dorsey Hotel - 941 N. W. 2nd Ave.
FLORIDA,MIAMI,HOTELS,Mary Elizabeth 700 N. W. 2nd Ave.
FLORIDA,ORLANDO,HOTELS,Wells Bilt–509 W. South St.
FLORIDA,SEBRING,RESTAURANTS,Brown's–406 Lemon St.
FLORIDA,ST. AUGUSTINE,TOURIST HOMES,F. H. Kelley–83 Bridge St.
FLORIDA,ST. AUGUSTINE,TOURIST HOMES,H. G. Tye Apts.–132 Central Ave.
FLORIDA,ST. PETERSBURG,TOURIST HOMES,Mrs. J. A. Barrett 28th St. & 6th Ave. S.
FLORIDA,ST. PETERSBURG,TOURIST HOMES,Mrs. C. A. Sanders 1505 5th Ave.
FLORIDA,TAMPA,HOTELS,Central Hotel–1028 Central Ave.
FLORIDA,TAMPA,HOTELS,Dallas Hotel–829 Zack St.
FLORIDA,TAMPA,HOTELS,Delux Hotel–822Contant St.
FLORIDA,TAMPA,RESTAURANTS,Dixie–1510 Nebraska Ave.
FLORIDA,TAMPA,RESTAURANTS,Bruce's–813 Scott St.
FLORIDA,TAMPA,TAVERNS,Little Savory–Central & Scott
GEORGIA,ALBANY,TOURIST HOMES,Mrs. A. J. Ross 514 Mercer St.
GEORGIA,ALBANY,TOURIST HOMES,Mrs. A. Bentley 525 Mercer St.
GEORGIA,ALBANY,TOURIST HOMES,Mrs. L. Davis 313 South St.
GEORGIA,ALBANY,TOURIST HOMES,Mrs. C. Washington–228 S. Jackson St.
GEORGIA,ATLANTA,HOTELS,Mack–548 Bedford Pl. N.E.
GEORGIA,ATLANTA,RESTAURANT,Suttons 312 Auburn Ave. N. E
GEORGIA,ATLANTA,RESTAURANT,Nans'–529 Irwin St. N. E.
GEORGIA,ATLANTA,RESTAURANT,Dew Drop Inn-11 Ashby St. N. W
GEORGIA,ATLANTA,TAVERNS,Yeah Man–256 Auburn Ave.
GEORGIA,ATLANTA,BARBER SHOPS,Artistic 55 Decatur St.
GEORGIA,ATLANTA,BEAUTY PARLORS,Poro Auburn & Belle St. N. E.
GEORGIA,ATLANTA,NIGHT CLUBS,The Top Hat–Auburn Ave. N. E
GEORGIA,ATLANTA,SERVICE STATIONS,Harden's–848 Hunter St. S. W.
GEORGIA,ATLANTA,SERVICE STATIONS,Flanagan's–Auburn Ave. Cor. Belle.
GEORGIA,ATLANTA,SERVICE STATIONS,Halls Auburn Ave. N. E.
GEORGIA,AUGUSTA,WINE & LIQUOR STORES,Bollingers–1114 Gwennett St.
GEORGIA,BRUNSWICK,TOURIST HOMES,The Palms–1309 Glouster St.
GEORGIA,COLUMBUS,HOTELS,Lowes–724–5th Ave.
GEORGIA,COLUMBUS,HOTELS,Y.M.C.A.–521–9th St.
GEORGIA,DUBLIN,TOURIST HOMES,"Mrs. M. Burden, 508 McCall St."
GEORGIA,DUBLIN,TOURIST HOMES,Mrs. R. Hunter 504 S. Jefferson
GEORGIA,DUBLIN,TOURIST HOMES,Mrs. M. Kea 405 S. Jefferson St.
GEORGIA,EASTMAN,TOURIST HOMES,J. P. Cooper 211 College St.
GEORGIA,EASTMAN,TOURIST HOMES,Mrs. M. Mariano 408 1st Ave.
GEORGIA,GREENSBORO,TOURIST HOMES,Mrs. C. Brown Caanen Section
GEORGIA,GREENSBORO,TOURIST HOMES,Mrs. E. Jeter Railroad Sec.
GEORGIA,GREENSBORO,TOURIST HOMES,Mrs. B. Walker Springfield Sec.
GEORGIA,MACON,HOTELS,Douglas Hotel–361-3 Broadway
GEORGIA,MACON,HOTELS,Richmond Hotel–319 Broadway
GEORGIA,MACON,TOURIST HOMES,Mrs. M. Clemons 104 Spring St.
GEORGIA,MACON,TOURIST HOMES,Mrs. E. C. Moore 122 Spring St.
GEORGIA,MACON,TOURIST HOMES,Mrs. F. W. Henndon–139-1st Ave.
GEORGIA,SAVANNAH,TRAILERS PARK,Cocoanut Grove–Mrs. J. Cox
GEORGIA,SAVANNAH,RESTAURANT,Dreamland–43rd & Hopkins St.
GEORGIA,SAVANNAH,SERVICE STATIONS,Oliver's–Wayne & Broad Sts.
GEORGIA,SAVANNAH,DRUG STORES,Moores'–37th & Florence St.
GEORGIA,SAVANNAH,BEAUTY PARLORS,Rudies'–1827 Ogeechee Road
GEORGIA,SAVANNAH,BEAUTY PARLORS,Rose–348 Price St.
GEORGIA,SAVANNAH,BEAUTY PARLORS,"SCHOOL OF BEAUTY CULTURE, 456 Montgomery St."
GEORGIA,SAVANNAH,TAILORS,Halls–1014 W. Broad St.
GEORGIA,WAY CROSS,TOURIST HOMES,Mrs. E. Duggar–964 Reynolds St.
GEORGIA,WAY CROSS,TOURIST HOMES,Mrs. K. G. Scarlett 843 Reynolds
ILLINOIS,CHICAGO,HOTELS,Brookmont–3953 S. Michigan Ave.
ILLINOIS,CHICAGO,HOTELS,Grand–5044 S. Parkway
ILLINOIS,CHICAGO,HOTELS,Huntington–3953 Michigan Ave.
ILLINOIS,CHICAGO,HOTELS,Southway–6018 Parkway
